Reference,DOI,species_name,species_name2,species,sample_label,sample_id,max_diam_mu,total_ind_measured_in_the_sample,lat,long,sample_type,vessel,sampling_date,water_depth,trap_depth
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r43,185.38,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-06,r44,172.68,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r44,209.46,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r45,184.6,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r45,211.7,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r46,217.79,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r47,225.9,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-06,r47,233.26,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r48,211.88,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r48,282.41,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-06,r48,225.56,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r48,234.27,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r49,269.43,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-03,r5,227.21,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r5,255.22,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-07,r5,215.69,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-08,r5,186.09,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-12,r5,216.69,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-13,r5,285.92,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-14,r5,191.98,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-15,r5,211.55,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-17,r5,207.7,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-18,r5,225.29,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-09,r50,215.44,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r51,287.83,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-09,r51,191.05,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r51,259.58,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r52,275.83,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-06,r52,271.75,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r52,161.97,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r52,230.28,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r53,262.23,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-09,r55,183.61,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r55,218.27,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r55,216.01,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r56,273.1,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r56,192.59,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r56,283.01,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r57,245.1,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-09,r58,204.57,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r59,219.78,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-02,r6,215.46,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-03,r6,166.5,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-04,r6,255.22,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-05,r6,172.56,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r6,281.48,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-16,r6,223.66,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r60,203.69,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r61,184.84,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r61,214.74,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r62,180.76,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r62,252.79,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r63,206.3,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r63,278.09,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r64,233.43,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r65,210.02,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r67,204.25,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r68,165.71,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r69,202.05,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-02,r7,204.22,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-03,r7,166.5,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-05,r7,172.56,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-09,r7,218.16,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r71,210.79,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r73,188.63,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r73,199.78,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r74,173.56,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r74,224.63,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r75,293.27,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r75,217.62,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r76,203.23,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r76,297.58,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r77,207.82,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r77,211.3,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r78,232.03,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r79,212.59,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-03,r8,166.5,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-05,r8,172.56,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-08,r8,222.75,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r8,201.97,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-15,r8,203.04,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r81,202.64,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r82,262.85,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r83,197.56,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r83,228.24,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r84,186.67,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r85,146.2,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r86,220.27,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r87,189.83,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r87,215.43,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-02,r9,351.33,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-03,r9,175.53,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-05,r9,172.56,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-08,r9,201.26,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-09,r9,200,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-12,r9,198.47,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r90,212.38,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r91,237.51,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r92,234.74,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r94,189.47,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r94,218.72,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-11,r95,218.78,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r96,207.92,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerinoides ruber (white),Globigerinoides_ruber,ruber,276-22-10,r99,216.75,641,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Baranowski 2013 ,,Globigerinoides sacculifer,Globigerinoides_sacculifer,sacculifer,Caribbean,70,860.327,1,NA,NA,seafloor,,NA,-2900,
Baranowski 2013 ,,Globigerinoides sacculifer,Globigerinoides_sacculifer,sacculifer,Caribbean,71,696.165,1,NA,NA,seafloor,,NA,-2900,
Baranowski 2013 ,,Globigerinoides sacculifer,Globigerinoides_sacculifer,sacculifer,Caribbean,72,596.25,1,NA,NA,seafloor,,NA,-2900,
Baranowski 2013 ,,Globigerinoides sacculifer,Globigerinoides_sacculifer,sacculifer,EAST-10 deep Arabian Sea,070 A,523.434,1,15.433333,68.716667,sed_trap ,,11/04/94,-3824,-2787
Baranowski 2013 ,,Globigerinoides sacculifer,Globigerinoides_sacculifer,sacculifer,EAST-10 deep Arabian Sea,071 A,696.563,1,15.433333,68.716667,sed_trap ,,11/04/94,-3824,-2787
Baranowski 2013 ,,Globigerinoides sacculifer,Globigerinoides_sacculifer,sacculifer,EAST-10 deep Arabian Sea,072 A,512.823,1,15.433333,68.716667,sed_trap ,,11/04/94,-3824,-2787
Rillo et al. 2018,(doi NHM Data Portal),Globoconella inflata,Globoconella_inflata,inflata,M.5246,resamples_18,245.01,10,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Globoconella inflata,Globoconella_inflata,inflata,M.5246,resamples_18,245.89,10,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Globoconella inflata,Globoconella_inflata,inflata,M.5246,resamples_18,347.25,10,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Globoconella inflata,Globoconella_inflata,inflata,M.5246,resamples_18,279.11,10,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Globoconella inflata,Globoconella_inflata,inflata,M.5246,resamples_18,289.74,10,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Globoconella inflata,Globoconella_inflata,inflata,M.5246,resamples_18,216.61,10,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Globoconella inflata,Globoconella_inflata,inflata,M.5246,resamples_18,409.48,10,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Globoconella inflata,Globoconella_inflata,inflata,M.5246,resamples_18,325.78,10,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
